               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 154,            0.030399,           0.0092372,            0.015743,             0.61671,             0.90226,             0.82614,             0.60246,            0.016773,           0.0047109,            0.011505,           0.0069706,           0.0069706,           0.0069706
                 155,            0.033006,           0.0098462,            0.018319,             0.84147,             0.89945,             0.95268,             0.76834,            0.013228,           0.0046409,            0.011572,           0.0069508,           0.0069508,           0.0069508
                 156,            0.028777,           0.0082167,            0.018257,             0.84147,             0.89945,             0.95268,             0.76834,            0.013228,           0.0046409,            0.011572,            0.006931,            0.006931,            0.006931
                 157,            0.027554,            0.010078,            0.022239,             0.94004,             0.90413,             0.98191,             0.83468,            0.011986,           0.0045643,           0.0078872,           0.0069112,           0.0069112,           0.0069112
                 158,            0.029516,           0.0085254,            0.021118,             0.86007,             0.91637,              0.9531,               0.699,            0.015991,           0.0047006,           0.0070459,           0.0068914,           0.0068914,           0.0068914
                 159,            0.031752,           0.0089443,             0.01401,             0.93437,             0.92097,             0.98411,             0.60243,            0.021563,           0.0049103,            0.007367,           0.0068716,           0.0068716,           0.0068716
                 160,            0.030882,           0.0084824,            0.017369,             0.93437,             0.92097,             0.98411,             0.60243,            0.021563,           0.0049103,            0.007367,           0.0068518,           0.0068518,           0.0068518
                 161,            0.026353,           0.0093423,            0.014105,             0.94653,             0.91939,             0.98456,             0.72553,            0.017337,           0.0047712,           0.0072046,            0.006832,            0.006832,            0.006832
                 162,             0.02725,           0.0096062,            0.018241,             0.94912,             0.92583,             0.98264,             0.67053,            0.016912,           0.0049586,           0.0071043,           0.0068122,           0.0068122,           0.0068122
                 163,            0.034633,           0.0084401,            0.016876,             0.84421,             0.93034,             0.97751,             0.54334,            0.019293,           0.0047893,           0.0076693,           0.0067924,           0.0067924,           0.0067924
                 164,            0.036353,           0.0084108,            0.015982,             0.84421,             0.93034,             0.97751,             0.54334,            0.019293,           0.0047893,           0.0076693,           0.0067726,           0.0067726,           0.0067726
                 165,            0.025721,           0.0081906,            0.016347,             0.87044,             0.93171,             0.98077,             0.61877,             0.01605,           0.0047202,           0.0077267,           0.0067528,           0.0067528,           0.0067528
                 166,            0.026851,           0.0081121,            0.017719,             0.96598,             0.95441,             0.98307,             0.64348,            0.014365,           0.0046826,           0.0082481,            0.006733,            0.006733,            0.006733
                 167,            0.026155,           0.0086598,            0.013639,              0.9078,             0.96942,             0.98091,              0.6156,              0.0162,           0.0045972,           0.0088341,           0.0067132,           0.0067132,           0.0067132
                 168,            0.030237,           0.0088532,            0.014928,              0.9078,             0.96942,             0.98091,              0.6156,              0.0162,           0.0045972,           0.0088341,           0.0066934,           0.0066934,           0.0066934
                 169,             0.02624,           0.0076097,            0.014396,             0.87975,             0.93971,              0.9822,             0.79462,            0.012193,           0.0046621,            0.010886,           0.0066736,           0.0066736,           0.0066736
                 170,            0.025676,           0.0085997,            0.015141,             0.68333,             0.94737,             0.91006,             0.58574,              0.0163,           0.0049398,            0.010601,           0.0066538,           0.0066538,           0.0066538
                 171,            0.027109,           0.0079786,            0.015701,             0.84165,             0.95562,             0.96639,             0.69853,            0.015045,           0.0049187,            0.011633,            0.006634,            0.006634,            0.006634
                 172,            0.027672,           0.0087297,            0.016088,             0.84165,             0.95562,             0.96639,             0.69853,            0.015045,           0.0049187,            0.011633,           0.0066142,           0.0066142,           0.0066142
                 173,            0.023466,           0.0082264,             0.02144,             0.84504,             0.93204,             0.96313,             0.76535,            0.012833,           0.0049152,            0.012158,           0.0065944,           0.0065944,           0.0065944
                 174,            0.024906,           0.0082352,            0.017083,             0.68712,             0.90677,             0.88355,              0.5729,            0.019464,           0.0048173,            0.012308,           0.0065746,           0.0065746,           0.0065746
                 175,            0.029706,           0.0083222,            0.015774,              0.8409,             0.86842,              0.9361,             0.66719,            0.014397,           0.0044748,            0.012457,           0.0065548,           0.0065548,           0.0065548
                 176,            0.023994,           0.0078878,            0.015158,              0.8409,             0.86842,              0.9361,             0.66719,            0.014397,           0.0044748,            0.012457,            0.006535,            0.006535,            0.006535
                 177,            0.026896,           0.0088039,            0.017662,             0.68937,             0.94737,             0.86534,             0.67675,            0.014564,           0.0043715,             0.01315,           0.0065152,           0.0065152,           0.0065152
                 178,            0.024857,           0.0076405,            0.016679,             0.83946,             0.87389,             0.97223,             0.61845,            0.015569,           0.0044289,            0.012152,           0.0064954,           0.0064954,           0.0064954
                 179,            0.029679,           0.0086786,            0.017769,             0.70689,             0.91709,             0.85329,             0.68243,             0.01424,           0.0042911,           0.0091352,           0.0064756,           0.0064756,           0.0064756
                 180,            0.028002,             0.00796,            0.016724,             0.70689,             0.91709,             0.85329,             0.68243,             0.01424,           0.0042911,           0.0091352,           0.0064558,           0.0064558,           0.0064558
                 181,            0.025056,           0.0083269,            0.011733,             0.88018,             0.93417,             0.97339,             0.76873,            0.011674,            0.004099,           0.0098651,            0.006436,            0.006436,            0.006436
                 182,            0.029274,            0.008405,            0.015751,             0.70152,             0.95832,             0.90393,               0.625,            0.017674,           0.0044423,            0.012527,           0.0064162,           0.0064162,           0.0064162
                 183,            0.030475,           0.0083036,            0.015877,             0.63222,             0.94047,             0.84961,             0.53937,             0.01605,           0.0044607,             0.01566,           0.0063964,           0.0063964,           0.0063964
                 184,            0.030311,           0.0090682,            0.018198,             0.63222,             0.94047,             0.84961,             0.53937,             0.01605,           0.0044607,             0.01566,           0.0063766,           0.0063766,           0.0063766
                 185,            0.027166,           0.0085623,            0.019188,             0.69452,             0.94482,             0.89823,              0.6484,            0.012794,           0.0042114,            0.014168,           0.0063568,           0.0063568,           0.0063568
                 186,            0.027284,           0.0077094,            0.020039,             0.80143,              0.9469,             0.97216,             0.71133,            0.013956,           0.0041776,            0.012548,            0.006337,            0.006337,            0.006337
                 187,            0.029711,           0.0095183,            0.015584,             0.77829,             0.93746,             0.96372,             0.54664,            0.014615,            0.004177,            0.015756,           0.0063172,           0.0063172,           0.0063172
                 188,            0.028079,           0.0083302,            0.015694,             0.77829,             0.93746,             0.96372,             0.54664,            0.014615,            0.004177,            0.015756,           0.0062974,           0.0062974,           0.0062974
                 189,            0.025178,           0.0077186,             0.01899,             0.78883,             0.93749,             0.96799,             0.73503,            0.011756,           0.0040138,            0.015912,           0.0062776,           0.0062776,           0.0062776
                 190,            0.024625,           0.0091456,            0.015466,             0.82252,              0.9376,             0.96597,             0.67177,            0.012516,           0.0040788,             0.01219,           0.0062578,           0.0062578,           0.0062578
                 191,            0.028827,           0.0083381,            0.016328,             0.84611,             0.94001,             0.97333,             0.71602,            0.013532,           0.0042142,            0.011351,            0.006238,            0.006238,            0.006238
                 192,            0.029559,           0.0093874,            0.017076,             0.84611,             0.94001,             0.97333,             0.71602,            0.013532,           0.0042142,            0.011351,           0.0062182,           0.0062182,           0.0062182
                 193,            0.021766,           0.0082106,            0.016265,             0.82354,             0.93374,             0.96087,             0.79202,           0.0097841,           0.0040287,            0.013029,           0.0061984,           0.0061984,           0.0061984
                 194,             0.02533,           0.0088951,            0.016655,             0.88045,             0.94737,              0.9724,             0.64089,            0.014703,           0.0043848,            0.010713,           0.0061786,           0.0061786,           0.0061786
                 195,            0.028342,            0.008563,            0.018638,             0.82321,             0.94737,             0.97022,             0.79851,             0.01084,           0.0041832,            0.012037,           0.0061588,           0.0061588,           0.0061588
                 196,            0.019766,           0.0091053,            0.015961,             0.82321,             0.94737,             0.97022,             0.79851,             0.01084,           0.0041832,            0.012037,            0.006139,            0.006139,            0.006139
                 197,            0.021338,           0.0076901,            0.018764,              0.8267,             0.94737,             0.97414,             0.81122,            0.010282,           0.0042083,             0.01227,           0.0061192,           0.0061192,           0.0061192
                 198,            0.023637,           0.0073382,            0.011988,                0.84,             0.94737,             0.98734,             0.66001,            0.014948,           0.0044281,            0.011125,           0.0060994,           0.0060994,           0.0060994
                 199,            0.024744,           0.0083044,             0.01537,             0.94944,             0.95021,             0.99284,             0.57568,            0.016792,           0.0047801,           0.0090272,           0.0060796,           0.0060796,           0.0060796
                 200,            0.028118,           0.0082291,            0.016888,             0.94944,             0.95021,             0.99284,             0.57568,            0.016792,           0.0047801,           0.0090272,           0.0060598,           0.0060598,           0.0060598
                 201,            0.024641,           0.0070214,            0.013489,             0.98519,                   1,               0.995,             0.65328,            0.014525,           0.0046151,           0.0056899,             0.00604,             0.00604,             0.00604
                 202,            0.024914,           0.0077589,            0.017419,              0.8546,              0.9956,               0.995,             0.80239,            0.013877,           0.0046162,           0.0062014,           0.0060202,           0.0060202,           0.0060202
                 203,            0.030149,           0.0076974,            0.015154,             0.85509,             0.93426,               0.995,             0.54875,            0.017864,           0.0050069,            0.007434,           0.0060004,           0.0060004,           0.0060004
                 204,            0.027608,           0.0073189,            0.012488,             0.85509,             0.93426,               0.995,             0.54875,            0.017864,           0.0050069,            0.007434,           0.0059806,           0.0059806,           0.0059806
                 205,            0.026023,           0.0079623,            0.017223,             0.88318,                   1,               0.995,             0.62694,            0.013056,           0.0045906,           0.0050874,           0.0059608,           0.0059608,           0.0059608
                 206,            0.022577,           0.0075712,            0.015266,             0.97784,                   1,               0.995,             0.79093,            0.012082,           0.0043076,           0.0042593,            0.005941,            0.005941,            0.005941
                 207,            0.023419,           0.0086048,            0.014212,             0.99263,                   1,               0.995,             0.64187,            0.016216,           0.0045323,           0.0038733,           0.0059212,           0.0059212,           0.0059212
                 208,            0.028097,           0.0083406,            0.019688,             0.99263,                   1,               0.995,             0.64187,            0.016216,           0.0045323,           0.0038733,           0.0059014,           0.0059014,           0.0059014
                 209,            0.024548,           0.0074813,            0.018018,             0.99297,             0.98046,               0.995,             0.69486,            0.014936,           0.0044512,           0.0041642,           0.0058816,           0.0058816,           0.0058816
                 210,            0.021151,           0.0081343,            0.012306,             0.99283,             0.98059,               0.995,             0.65043,            0.013349,           0.0042412,           0.0039916,           0.0058618,           0.0058618,           0.0058618
                 211,            0.024047,           0.0080374,            0.014998,             0.96192,             0.99759,               0.995,             0.62616,            0.015768,           0.0044337,            0.004223,            0.005842,            0.005842,            0.005842
                 212,            0.027831,           0.0091732,            0.015572,             0.96192,             0.99759,               0.995,             0.62616,            0.015768,           0.0044337,            0.004223,           0.0058222,           0.0058222,           0.0058222
                 213,            0.025897,           0.0076185,               0.012,             0.95836,             0.99247,               0.995,              0.7609,            0.012627,           0.0042967,            0.004633,           0.0058024,           0.0058024,           0.0058024
                 214,            0.026004,           0.0064528,            0.012677,             0.92075,             0.96722,             0.98852,             0.82044,            0.011544,           0.0041066,           0.0086442,           0.0057826,           0.0057826,           0.0057826
                 215,            0.025904,           0.0087683,            0.015046,             0.93076,             0.92352,             0.99201,              0.6268,            0.012866,           0.0041918,           0.0075541,           0.0057628,           0.0057628,           0.0057628
                 216,            0.028124,           0.0076315,            0.015049,             0.93076,             0.92352,             0.99201,              0.6268,            0.012866,           0.0041918,           0.0075541,            0.005743,            0.005743,            0.005743
                 217,            0.025063,           0.0080296,           0.0092919,             0.92365,             0.97088,             0.99284,             0.74131,            0.010909,           0.0040723,           0.0071487,           0.0057232,           0.0057232,           0.0057232
                 218,            0.024126,           0.0073575,             0.01524,             0.92139,             0.99135,             0.99409,              0.7033,            0.014007,           0.0043065,           0.0065987,           0.0057034,           0.0057034,           0.0057034
                 219,            0.026251,            0.008454,            0.015538,             0.90781,             0.95348,             0.96693,             0.73364,            0.013885,             0.00418,           0.0053942,           0.0056836,           0.0056836,           0.0056836
                 220,            0.025707,           0.0093449,             0.01506,             0.90781,             0.95348,             0.96693,             0.73364,            0.013885,             0.00418,           0.0053942,           0.0056638,           0.0056638,           0.0056638
                 221,            0.023277,           0.0074791,            0.015036,             0.96736,             0.97591,             0.99409,             0.72238,            0.014512,           0.0043162,           0.0041668,            0.005644,            0.005644,            0.005644
                 222,            0.022417,           0.0076745,            0.015074,             0.97832,               0.976,               0.995,             0.70561,            0.011887,           0.0042788,            0.003978,           0.0056242,           0.0056242,           0.0056242
                 223,            0.022092,           0.0080133,            0.013959,             0.95847,             0.98846,             0.99409,             0.70301,            0.015264,           0.0044047,            0.004538,           0.0056044,           0.0056044,           0.0056044
                 224,            0.024319,           0.0085337,            0.009939,             0.95847,             0.98846,             0.99409,             0.70301,            0.015264,           0.0044047,            0.004538,           0.0055846,           0.0055846,           0.0055846
                 225,            0.024131,           0.0082734,            0.014934,             0.96698,               0.973,             0.99284,             0.80361,            0.012321,           0.0042968,           0.0048541,           0.0055648,           0.0055648,           0.0055648
                 226,            0.022092,           0.0077783,            0.013475,             0.94389,             0.97653,             0.99409,             0.68804,            0.014222,           0.0044044,           0.0054161,            0.005545,            0.005545,            0.005545
                 227,            0.022203,           0.0079366,            0.011767,             0.95724,             0.94916,             0.99409,             0.68065,            0.016579,           0.0043553,           0.0051206,           0.0055252,           0.0055252,           0.0055252
                 228,            0.028277,           0.0081315,            0.012129,             0.95724,             0.94916,             0.99409,             0.68065,            0.016579,           0.0043553,           0.0051206,           0.0055054,           0.0055054,           0.0055054
                 229,            0.026626,           0.0077445,            0.013358,             0.97088,             0.95003,             0.99409,             0.73327,            0.014353,            0.004163,           0.0045592,           0.0054856,           0.0054856,           0.0054856
                 230,            0.023221,           0.0074415,            0.013102,             0.96438,             0.97568,             0.99409,             0.65548,            0.014585,           0.0041659,           0.0042056,           0.0054658,           0.0054658,           0.0054658
                 231,            0.028034,           0.0085794,            0.016275,              0.9596,             0.99785,               0.995,              0.7642,           0.0099122,            0.003851,           0.0039164,            0.005446,            0.005446,            0.005446
                 232,            0.017186,           0.0073435,            0.011347,              0.9596,             0.99785,               0.995,              0.7642,           0.0099122,            0.003851,           0.0039164,           0.0054262,           0.0054262,           0.0054262
                 233,            0.020874,           0.0070572,              0.0143,             0.99755,             0.96975,             0.99375,             0.76657,            0.010487,           0.0039189,           0.0042062,           0.0054064,           0.0054064,           0.0054064
                 234,            0.020667,           0.0068302,            0.018573,             0.95123,             0.96673,             0.99171,             0.77374,           0.0097532,           0.0038606,            0.007159,           0.0053866,           0.0053866,           0.0053866
                 235,            0.019506,           0.0070894,            0.013512,             0.94177,             0.97368,             0.98841,             0.71568,            0.013954,           0.0040131,           0.0050052,           0.0053668,           0.0053668,           0.0053668
                 236,            0.028818,           0.0073853,             0.01439,             0.94177,             0.97368,             0.98841,             0.71568,            0.013954,           0.0040131,           0.0050052,            0.005347,            0.005347,            0.005347
                 237,            0.022729,           0.0073948,             0.01312,             0.91172,                   1,             0.99057,             0.77054,            0.012417,           0.0040797,            0.004761,           0.0053272,           0.0053272,           0.0053272
                 238,            0.022905,           0.0073344,            0.014534,             0.93577,             0.92607,              0.9845,             0.77481,              0.0117,           0.0042679,           0.0049581,           0.0053074,           0.0053074,           0.0053074
                 239,            0.024206,           0.0086958,            0.011055,             0.91073,             0.99409,             0.98794,              0.7884,             0.01022,           0.0041247,           0.0049218,           0.0052876,           0.0052876,           0.0052876
                 240,            0.021818,           0.0083685,            0.012992,             0.91073,             0.99409,             0.98794,              0.7884,             0.01022,           0.0041247,           0.0049218,           0.0052678,           0.0052678,           0.0052678
                 241,            0.021969,           0.0076825,            0.012782,             0.91257,             0.99638,             0.98636,             0.81372,            0.010089,           0.0040786,           0.0049139,            0.005248,            0.005248,            0.005248
                 242,             0.02131,           0.0078183,            0.014091,             0.96486,             0.95304,             0.98944,             0.78683,            0.012275,           0.0043366,           0.0043591,           0.0052282,           0.0052282,           0.0052282
                 243,            0.025484,           0.0074419,            0.013713,             0.95185,             0.97368,             0.98739,             0.73514,              0.0134,            0.004135,           0.0046101,           0.0052084,           0.0052084,           0.0052084
                 244,            0.025262,           0.0074936,            0.009775,             0.95185,             0.97368,             0.98739,             0.73514,              0.0134,            0.004135,           0.0046101,           0.0051886,           0.0051886,           0.0051886
                 245,            0.021343,           0.0065316,            0.013136,             0.90496,             0.95756,             0.98398,             0.79517,            0.011439,           0.0040285,           0.0091721,           0.0051688,           0.0051688,           0.0051688
                 246,            0.025401,           0.0076975,            0.017018,             0.89578,             0.97224,             0.98739,             0.69537,            0.013845,           0.0041099,           0.0075171,            0.005149,            0.005149,            0.005149
                 247,            0.023535,           0.0083296,            0.013893,             0.94013,             0.94717,             0.99057,             0.80451,            0.012119,           0.0040709,           0.0066466,           0.0051292,           0.0051292,           0.0051292
                 248,            0.021252,           0.0084558,            0.015568,             0.94013,             0.94717,             0.99057,             0.80451,            0.012119,           0.0040709,           0.0066466,           0.0051094,           0.0051094,           0.0051094
                 249,            0.021416,            0.007663,            0.014081,             0.94213,              0.9706,             0.99057,             0.87456,            0.010905,           0.0040162,            0.006014,           0.0050896,           0.0050896,           0.0050896
                 250,            0.022229,           0.0095801,            0.014469,             0.90474,             0.99224,               0.995,             0.83053,            0.010808,           0.0040461,           0.0049068,           0.0050698,           0.0050698,           0.0050698
                 251,            0.022177,           0.0083695,            0.014348,             0.95564,             0.93863,             0.99159,             0.77005,            0.011004,           0.0040071,            0.005468,             0.00505,             0.00505,             0.00505
                 252,            0.023188,           0.0080134,             0.01438,             0.95564,             0.93863,             0.99159,             0.77005,            0.011004,           0.0040071,            0.005468,           0.0050302,           0.0050302,           0.0050302
                 253,            0.019551,           0.0080432,            0.013034,             0.96458,             0.97619,             0.99159,             0.81121,           0.0098717,           0.0039377,             0.00507,           0.0050104,           0.0050104,           0.0050104
                 254,            0.023443,           0.0082576,            0.011141,             0.99426,             0.98981,               0.995,             0.80009,            0.013599,            0.004295,           0.0040937,           0.0049906,           0.0049906,           0.0049906
                 255,            0.026964,           0.0074306,            0.010806,             0.92918,                   1,               0.995,             0.73596,            0.012831,           0.0041689,           0.0049574,           0.0049708,           0.0049708,           0.0049708
                 256,            0.021448,            0.008174,             0.01042,             0.92918,                   1,               0.995,             0.73596,            0.012831,           0.0041689,           0.0049574,            0.004951,            0.004951,            0.004951
                 257,            0.021574,            0.006844,            0.013235,             0.91764,                   1,               0.995,             0.81984,            0.011351,           0.0039761,            0.006696,           0.0049312,           0.0049312,           0.0049312
                 258,            0.018015,           0.0077523,            0.011717,             0.90719,             0.98818,               0.995,             0.85164,           0.0099325,           0.0038815,           0.0071684,           0.0049114,           0.0049114,           0.0049114
                 259,            0.021139,           0.0068602,            0.012707,             0.91986,             0.92997,             0.99409,             0.76264,            0.013186,           0.0040489,            0.008653,           0.0048916,           0.0048916,           0.0048916
                 260,            0.023377,           0.0063726,            0.012553,             0.91986,             0.92997,             0.99409,             0.76264,            0.013186,           0.0040489,            0.008653,           0.0048718,           0.0048718,           0.0048718
                 261,            0.023333,           0.0067333,            0.012576,             0.90692,             0.94715,             0.99295,              0.7602,            0.013568,           0.0040499,           0.0080415,            0.004852,            0.004852,            0.004852
                 262,            0.022226,           0.0070438,            0.011236,             0.90647,             0.97326,             0.99295,             0.79537,            0.010847,           0.0038487,            0.007268,           0.0048322,           0.0048322,           0.0048322
                 263,             0.02236,           0.0081246,            0.012791,             0.87015,             0.96705,              0.9691,             0.72227,            0.012533,           0.0038914,           0.0064317,           0.0048124,           0.0048124,           0.0048124
                 264,             0.02305,            0.007791,            0.014357,             0.87015,             0.96705,              0.9691,             0.72227,            0.012533,           0.0038914,           0.0064317,           0.0047926,           0.0047926,           0.0047926
                 265,            0.021203,           0.0073221,            0.014324,             0.89769,             0.97591,             0.96432,             0.69354,            0.012063,           0.0039116,           0.0046955,           0.0047728,           0.0047728,           0.0047728
                 266,            0.021312,           0.0074679,            0.010119,             0.95844,             0.99273,             0.99295,             0.83572,           0.0092127,           0.0037647,           0.0041846,            0.004753,            0.004753,            0.004753
